query_id,image_id_1,image_id_2,image_id_3,image_id_4,image_id_5,image_id_6,image_id_7,image_id_8,image_id_9,image_id_10,image_id_11,image_id_12,image_id_13,image_id_14,image_id_15,generated_caption
0257b07821c53eff,38b92f0c85c956e5,c26b44726f359382,b6a5f75bb151d793,959478895c2f6789,2b448e7d61192ddd,089a55d725c5b3f2,4674de4c28692101,5262fdecbf54a14d,22e33731634a06ad,087f045bf9ee8764,0350d3fc7d98abf2,03df6738cb542833,6046ca4ae78ba63e,271e5b4cbccaac50,f3e27cceab3fde18,This is an image caption.
02882f5452a46c82,2661f6f8ec41e0a3,004359296ba2f252,e5811a4c897ee0ad,1df2d7965df78deb,9b9829b790aa8efb,74cdbe465361e00e,bf76aad8036711d4,c1804ba0170b0252,42010ffe9a34f75c,20548880f9908051,d3e96211b6207fcd,0f9d734a1508ddd1,7b3477d0028734c2,9b29a7e82f53df91,06a1528cce977fb8,This is an image caption.
02f5b33c33d2fc1f,276585fac6987ab4,6d064244fe06dff3,90c0f568415a5d33,dc9a69fa35059278,fec55ec0384b2753,aec794076df1bfba,8c2986f2dd612f16,f5a8ee5510a7629a,974ab310d696819f,2f80d1acfb146bd8,cf223ba35f29288b,899aba604c1d367d,7182f7ba7f92ac45,50a27e19e29ac3a5,06b98ed92a98c54c,This is an image caption.
0327fa96eb4b4e24,e75f68ad099f1c81,b60ecb425f2e9337,1a9be43759d0e95e,072574f29de70ca1,12738dd1a0e18adf,615a09707919ce93,8aae010426318c69,e62415956e9afd99,8f9641a801c321b6,0b04c0aa8e445d44,5e6fb02a73551c9b,6e84ac9edc09d346,91f9c071c747389f,3ca636f8254fc62b,0e96e492c0a1ea71,This is an image caption.
0369c236ddf1dea3,7d4f191c5e7c98fe,a361e7e259228cd8,1008bebae5f0b42c,06d5018043e5cb73,e0447e39ca6abc1c,8e6a239e9539cb13,16c76c8bf9bcc5ac,6a89d1278c1d58c2,dbd6bc4f6c332038,3246f26101daf851,3befc02d4ad3ab6e,82a441d771f03d07,8fc7c2b27979c1d8,13d22ce010742343,2903dc7b2bf3e968,This is an image caption.
0374cb9ff00bd2b2,25e4fbb5b948fdcf,19f70d339884e3a4,5fe80d20429dd0b2,ff414dd49c96ebf1,63dff60467ce5247,b445b2ea4e052c3a,dc6299c0ef585aaf,08854f373bc65f20,5fe8387895c81e74,f2bec83acced25e6,a72bb1e144e48dbe,957ec682c759e85f,e97c7003842b763d,46e0e3be6143998d,0c989757b8c2d131,This is an image caption.
03be883998d85455,f2129dbc849cf04a,e3ade264813e26f6,4eee44a5de97b668,d5d19dd168241bf4,513dc5eb56822164,bdfd43f356be3934,5b926dd9c59ccf7f,3d0f09c4c90718fa,e1d77473a3185266,b1b070c7b27d2cc1,42a7453656c82f18,265831f45f9d93bf,f47f63105f3d96fd,42ea7be4a161741d,01c442a4db30b7f0,This is an image caption.
03d4c1f3f9e60a12,e4abb2f46e79f29e,61aab25a220bdf72,85ff30c767b67cc5,3b68408dfc12400c,9f7ab869557ed9d5,40de6527b2ac5f58,4f8c4dc0fb372fe1,50ccdc02880fd260,0b93e37a156c4438,1ef39d1acacb9c39,f6690126bfd54b6b,1c9f7c3dccc29d5c,e9229cd4feeeb53c,c72e4cb47b44528f,06aa964030b574f1,This is an image caption.
03fdffc7106edcc0,8e5ea9c573305382,1f8141bf000317c7,6eafb81757e88276,e35a966eef3f2239,e6a5a5f3ca8e9442,e344232e89111918,9aba8c99b5d9a907,de644a42df9ec336,2dc8e447a70ceddc,0b93e37a156c4438,d0d1c45020d10e65,495315d96a8a981a,410099cbd19e572c,744ebdd191563232,00db2c55c0d5578d,This is an image caption.
040dc48e236415da,82d26f1f0b3ca66c,5833e31f0e95d165,1cced7cc56880c51,c14ac0b7282d8904,f178a29205d64b83,4523e90d4848507a,059440290b88d38e,2774deb48820ad1e,81665d0b89340056,7927458b857cc95d,c5eba8230e8f79b0,77af7ca4089c1d67,18a0946a4334c38e,058249b13ffff2d8,2b52f5d19cdb5c89,This is an image caption.
040dde6a96bd14ac,7b3477d0028734c2,5dbbd2ccacc4baec,b69ca246e10dc3d6,1e167e6365615273,43ba2a3ee8b7f924,7d2657b813351271,3afdf69c75d8b42f,fec55ec0384b2753,00ac27a0b91b3501,ba06f3288ee26452,066765fa3f3e5fde,2f80d1acfb146bd8,c244c71f2e56f19c,a5ea7c2a938a678d,276585fac6987ab4,This is an image caption.
041ee38959312ba0,148a8ef89313b641,375e97206204fddf,ec7ff686436f720f,8971eb43ebed61f1,21c2a7aba7cd634a,7a2312a2c8cc90ee,32228567849c7ee9,5003daf533c662b1,5b8d128ed211fd0a,c0cbfa631e4836c9,232b92ebe846de41,3a6a3e0ff24004ba,f92f4294a54001f0,4286730051b8092b,31d9ea2e7d39d6dd,This is an image caption.
043338416b1c271c,093e4b0ebe8f4d73,90d57dbe62c5934a,eeecee1898ab2436,cd99680fd33f2fad,90c0f568415a5d33,0fd28360e26a28fe,2f80d1acfb146bd8,a5b7185a13ed37b9,6d064244fe06dff3,085be5e748fba088,fcb6934c53454db4,3d73a908e55955ab,a0f014f163d492f2,aec794076df1bfba,066765fa3f3e5fde,This is an image caption.
046fd1bbf3a13cdf,abf447d43826bf19,7b18f5d41e51f794,aa749f724bd37b68,b683e2295e4b4ceb,5121f3eeb1efaf54,cc720f011631ef7c,73016ef6a1ccb61b,edca7c4e989e7e6a,1979a422316de6de,20f22935f24fe68a,0d294382dd9af7b2,1756e6dc3bf84ef1,0eba3bc488aadad2,0dd0b2ad9cd35cc1,039299346c9ed22c,This is an image caption.
047959bcf9d21088,e6d534d097aa97eb,571759e4f7cf0f30,a4fd66d66ce6a0a9,f2745ccfaaceae94,07d3134257cb86e4,07831dcbcf15478a,d1270f3e1e586bc4,7a172943ccfb00f6,460d1d45213bde40,59d26fc37065dba1,ecaeb7dd4c3d3ca3,309c0ecf36c64922,a35ec99d15c4b37e,de148c70761e7a62,20e9df69b2181c3a,This is an image caption.
047b31398b8c4c9a,6bc08314ed727547,0cef7e8366a8addf,e7fada057bbd65d5,208d3fd35a9df95a,1a215a23f435d9be,81feb89c2832a865,b767f7ae9d9b8cb7,0f6ca08ecc85d042,4b24a4850e2ba657,8ab78f7885e30e82,6d9e158bf1160996,64ca2f8649f003b1,47ef7659a2990daa,9af777ba138b7698,23a6f06b79c8727c,This is an image caption.
0486b6fe9e3a2eaf,15a21bc29fd662ef,3e4e8a3487657414,654bac2fd1dffbfe,354f6e5660b9a95d,fead603c5d5e5eab,8a4d8a330b0b4b3c,cccd55abbcfe8937,b31450857055d3b2,4e6be70ad6ebdc06,0084352fc02e001a,18ffe76c68ac8817,009599eecf84390f,3edde5f3ae593cfb,457873ac46b84104,1e0f7273649667f3,This is an image caption.
04ed16b64e2e9a5b,42568ae96bfa3936,4b5833c56c821a7e,00826070d9046708,be2a4b53d0d75291,576148194df0fe4d,6a791c29932bec6c,c3f1017f1d6d81e2,6e56e7fa2beed40f,0438b0f97a25cf42,cb233d399223129c,0df8ce6d0428e685,ddfdd2b6a9216f8f,59c7f2cb5c26b352,371b160719eb5507,18ddf2524ab5f6f0,This is an image caption.
050cf057f999928e,f3d3cdd9d354aa8a,1ab0a007daa3a89c,4a0c833ea0c3ecf7,fda6a76c85e77361,68f842090482c36e,bc1ef3a4f8c9d42e,8e30e12622dbe731,e43550bdef24e7ce,1259c86a130a3aeb,6eece83735cc3ae4,548b23acce6c022c,314af663c8a55fa2,2dd66587df53aea3,0b93e37a156c4438,05b56136d2deb23e,This is an image caption.
0519376e9e26937e,f36fbf7b63efd875,56dc63d87de71d06,02816fe6752c7186,84bfa0f36a6072e1,bf865859de59d5ab,ea8c5894a7664a3a,3b4220598b83711d,d00b8ff7195628ba,2acc74083749980e,778f68e7e1a67d60,b6e32f613cb2b1dd,94c592027c502d89,8cf0cc2b5d79ea2f,fa7c009690a2a6ca,13398fbb6f396c04,This is an image caption.
0562731e3dbbdc45,fedf6c7be6cbcdbf,bb822eeb149cb6bb,93ea69ae24098f79,f0214378e26d862a,85c31ab3171fe24d,94990557b72c3733,f48d2f286767716e,3a9ccda798f6866f,2cd6cc207746c296,7e4a23e839a53ee0,c694b15b9f908dbb,b26cb329f81a29a9,3c57ffe594f0a664,ec8c7f1892527f94,08be59364385de84,This is an image caption.
056ccbf9bbaff20f,c33eaf584579c321,aa59fdf5be4e3632,db29c7531632e46c,defd64590562f846,018c59799ef680a6,998bc811c74b0498,68231f153ed479c1,f6a49533a2366743,410827c78f795782,4c67e9feb601d991,621d56e99ca2bd62,fd6ec59cf7f5d5b4,82cd0eb7bd4ebf6f,1ef671b8cb0e2e4a,0127e7dc67e02d56,This is an image caption.
0578b384fe210676,2ba4815cf6286a6d,9825d6957474bc81,0a34996c61652e2f,8b683027c97e95a5,a3ada17b4b9e5ae8,e7ae68a0c64b9424,98e8ad7dd0a5847d,a2fb2adcaf376c1c,5e918d56a47de37f,9c99e36e3425672e,0cfaabc744a59c8e,22266f8f281b9602,89f457a6afd1112d,977bde1c067e64de,287debac52a4da1e,This is an image caption.
05bf0b188f7b8ddb,ef077344fa33c16e,3ab938d7a636f904,b06217e353771c8c,de148c70761e7a62,d1270f3e1e586bc4,a35ec99d15c4b37e,6cfe1562bdde4563,e15b9eecb6e3c9e6,548b23acce6c022c,309c0ecf36c64922,07831dcbcf15478a,07d3134257cb86e4,a23834558aad36e9,8a796d32ad46df6d,038e74cf14b82b04,This is an image caption.
05c78e8bf6264ed5,7452b1f78f5fb792,389337d0c8a5d938,342d3b5621c3b3b8,0fd5c61d623c3d74,baa5c44449a6be6f,5ad588f10cdbd63a,67bb3e90f43cc526,d40212d381e528c7,dd2c6e95eb882330,003f87e4b3df5e05,7e97f8f298d29500,0fecc2ce96758bb7,7a2312a2c8cc90ee,746881304b738b99,2e96137549b3ea8d,This is an image caption.
05c7b8615a70937e,63fccf6994a7e7aa,50b2d4225adeb74a,4faca398d3f4ada8,e4a89e5889ee4503,ed760adb48ca6d9c,039c91bb742ca936,cadc3f84be4320fa,d5d11a1d5b145f61,079c34c0d01cd0b3,95a848615cdbad9d,59bd10a8ead97f76,942f9f4d60c8ba29,661e75894b08dbdf,28220724f135769c,6a871066c183da97,This is an image caption.
05e1a6ef8b38f929,e6496b4576fd1b0d,69735f03d4cb5ae1,01680adfff7cfe45,51ebdabf010af601,220d25e067674d18,b9eb232756075ae3,f1c2be4ca912ddeb,27910893d8d6facb,7de7d484cd141781,06f146e257762417,9289af3f1dd20627,0fa869dc8144012b,a17a1cfbddde7f4c,3bdc2cf6a603fdd9,09c1c3003f5229e6,This is an image caption.
062f66860c41335c,e6ffdff45b5f51f7,9ab1257a3cc89608,3a6a3e0ff24004ba,c0cbfa631e4836c9,7a2312a2c8cc90ee,31349df5b70b6a1a,3be43e2b3183a581,65bcbd947b3ff611,23bd04356858b100,31d9ea2e7d39d6dd,5974162e1b3f48f0,3ec71a05443af928,d99946d3be590d4f,a84bf59bc2f9aabd,10293ff19078dbd5,This is an image caption.
06553b9016199244,6a871066c183da97,039c91bb742ca936,0db311d37ff37f6b,066765fa3f3e5fde,02954b4d364a7776,ed760adb48ca6d9c,e4a89e5889ee4503,1125bbcd87d3d762,cadc3f84be4320fa,495315d96a8a981a,00ac27a0b91b3501,28220724f135769c,4ce3cf47f5a0d887,3831766e75224851,079c34c0d01cd0b3,This is an image caption.
067d1e0367f32dd2,d792c57677c861b4,9897418e96a80c10,6c88a76eb1b8dcba,e9e773efbff6ba37,2496e83cdc301482,e9d71d45a177d09e,82ff40508c03004c,8e19c743de0ce588,02de58d0a5658749,3c1eeb5ab2930b4e,3320f08105b94cf9,1a8dc54951ed6a35,8c4ab697706907bd,8615ff54bf4a55e0,3114368cf5c16f12,This is an image caption.
069b82cca8a2222c,a95d8f7397b80e1a,a834b0cc60818ed7,84f3df7f060313dd,9e8539f22f36d73e,23abe975f7ad76a7,be0b24f905356644,9e4d730683f1e579,4d2c72755e698005,1fa6d697c5bdcc82,3b4220598b83711d,5c25973abba3b6a4,33f9a4ff4a8b2e58,058249b13ffff2d8,3c3637d50a57fb32,13c64808eccf5115,This is an image caption.
06cd742faa2fcc4e,a0606bc77f406776,0a28757a4df7a089,274948e858028fee,784d5160d807843c,48e0961ff75f43b7,ca4de318133a1edf,40ac342855306d21,a4d6eba1d329aa66,47151e05712f29c7,3cd556d0a0ef2871,49341d4c51873a9f,2acd132bb61dcb4d,b3c67f54aa0fc542,a29f5b8ad33ec3b5,8b7900be1afae159,This is an image caption.
06e9bf7eb66610b3,2b82357d2bf23467,022c7a7e62ff23ac,0e0f2c10c3fc9d36,0e655b5db944d5e1,fde3ef6174ba61fc,e8c872f8517449a6,1fc67228c1ac1509,dbf85a92df88de72,26a53426bba38ee6,beb3a3c24367819a,19da447c695e9628,75f540e10716f800,6693aadd2894ae59,47d39e97787e5571,6c6e67ab06ed57a7,This is an image caption.
070ac516a1288b4f,d82e5da8dd5c0519,2db76cadcaed6509,6eba6cf8dd0e9ba7,daba13fdeaa3f3e3,d73ff34eca4eb2d4,da07bb69f40d9398,38e17452891e6deb,45a3d8c6a43f665b,301830b0be520c4b,c2fcdad2fa430c12,29576cf71577e672,1162e2a61f750e50,940ede431657e227,68e3c013a46190e7,0afb074c4a719c67,This is an image caption.
0730991d7c50dbfb,0d12784688c74f13,8d4c606fb203627f,b9395f8409d19561,a84e3eb40da1a3c1,89584a3cbeb55e5e,f5d56a1809ff5361,014f3b9e3e28d88d,a3119ac605b567e8,45bdd7f2c91ac506,4bad96455fe75227,bbfa49eebe64d750,74e6e68c14c48d0b,80e40614b648c47f,47d6386106daeda2,14eb81240a67e7a1,This is an image caption.
0752f32b24deae50,3fd783a02d5e571c,7a1b00a6c982f102,4bd2080dab555247,3c600c80e5464a2a,a85ba90db5dae39e,7e2e214e471167b3,33523e17a5b0a676,2637a53b7b0fd30a,39a855cbc6fea0e0,938143b501722abd,b400248ec1af4caf,75917b22db940aea,ab5a57d41e45b31a,bc9846b6e6ef782b,5d2686160fabae04,This is an image caption.
0753dd965aabe64e,a414084ad7257e45,1eb44a17bddc2695,2d2eec67facbc7e4,168c485d0e94a6db,b998ab0772d4191d,a2fb2f0d60d1d5b5,d1dcccdeab8d618d,c83c7fdc52141343,985b62c336f70bbc,c04c9ad976ec428a,7f3d4a361e6a2120,a84bf59bc2f9aabd,de644a42df9ec336,b793a196d737e5e3,0c9350cc10a588dd,This is an image caption.
0776540aac61c706,0d3438310994d82a,c6ee1bc17e4d07b2,5a2e21ada4333262,072a3b4c90110aff,aa1c7e53482b4c54,28b01fb77bb0e016,7fc3f469b599a607,8b719a7165c267fb,41d74da36e50b753,b92ed818f762f170,54020b326adb2269,4a9fe316376893c1,ef1dbe88056abb7e,6a35c9549a880dcc,201f6ca488933938,This is an image caption.
07a408bd9a8c1ee3,7b65200fab887a7d,41a0593ab705c0fa,2bba97c0fc495f83,b129c4f7cf8ac558,dca3f63741ec4b15,677e64c6bdd2bf70,15f21431f2425da0,003affe725beba78,a5fb83725ebc9bb1,372fed3687d4cbe2,a6ef4293bc987e77,f6ab6932a5a30dd2,9ce4df1c85d3b92d,1be834446e53bc02,f8d87abd3df8e4ba,This is an image caption.
07a8c34fd6f8514e,107cac2d4b15f3da,40121e7e46f838ef,866a96e32aa5fe31,acdf50de96bbb2fc,124cb8c6bc56fb9a,6447ea1349d96cbd,0cbe1e4cca850e46,1f397aae4f5d08bc,b2b4a1ffa0a52d4f,2487be0371dd0f38,45f5f25c982253f3,1cb9b5cffabafed4,fec9fe3a02188a7b,747921b33276de3b,9c6fce3f8ec6fb1a,This is an image caption.
07b3a24c197649da,fa702aa6384ae4c3,8f77ed7fd005db3b,1892ca440ab63a19,69729ee3a77039a2,85e98b444663c894,57d8d8856e13fa37,bb1e0782b9333b75,49e7ec9c2d66f100,25cff48618cd7173,7daec539abebcffe,c91876f0044843c6,4cfba57ffda02066,2c085bc6713f099f,41f4ce0c81b46de3,ceb4197707d58e88,This is an image caption.
07b5362a62ff7c50,223e449519c4cbbf,ecb1f2ad7aacc1e8,d12453f79e1d9424,f526572b031cf566,2603972cd34c60f2,5cae6b567522c662,e445f15aafe053bf,ff5a34f881ba7112,877a30d897a2b751,25a16b84098db465,a6623b8d3a13c839,0bca2b13dd0cf83c,2fe31a5eb739560a,2cd3aa2e3b29528b,841aeb49debe0541,This is an image caption.
07c448bca7eab892,c78d8415457ddfb5,1f5d2e9e122af658,1644927a601c2860,e6a5a5f3ca8e9442,504f0def9ec99897,0a408ef447baa3d3,e344232e89111918,00db2c55c0d5578d,2c054fb179cb13a1,3ca2696bdc48c220,5f3c3438bcd57ca1,3bc23c433013bdb1,2dc37f5a65e300da,8e5ea9c573305382,1f8141bf000317c7,This is an image caption.
081bb8236de696ae,29e682a963052055,6f1ceea72a82e11b,13c4eba53500dc28,4d50f3e8f2fda09a,86468efec6b3eeeb,eec0b3072ef56c77,b9ab62997b723b28,32228567849c7ee9,22f1433014ec4e76,1862f5887c476b8f,ec7ff686436f720f,917d274aaeedd919,d2479b2bb0122adf,56ec38797ba67b1c,fd1a5988a530c12c,This is an image caption.
0836c5c0e24a2aa5,246918ae07030468,32b4192ae0739ccd,0f9d734a1508ddd1,9b9829b790aa8efb,e5811a4c897ee0ad,3d3b1c18179f3f2d,d3e96211b6207fcd,e1595f472f76b9b6,2df25bc236cacc1c,01626d0aa79c01f5,2ede2a2d541a9d4d,d6c585beab512642,370f27b1f836f997,4f2c94e06eb68b6d,20548880f9908051,This is an image caption.
0851a4da7b554dc6,74cdbe465361e00e,aa749f724bd37b68,5be273e1b2243386,7b18f5d41e51f794,9aba8c99b5d9a907,4c980468b6b8ca1a,004359296ba2f252,0960219c7e9a5de0,06a1528cce977fb8,03e2a9c19f8784d5,e40514744f913a2c,64587cd7287f6c37,0eb0c9a394436f26,4f2c94e06eb68b6d,09ebcda8e2e4065e,This is an image caption.
087708f9db1f7278,db53cc61f28a2f58,923d0aa34863351a,f0676940a1b03832,ad07d016ceef4fb3,7b3264671057c8ef,8b2ea989aeb81c23,f2e6aec1dd250244,6f264647d9f3f316,0211f6c2b4dd87c3,5f2c6ce55101fdb7,673b3b11dc22e9ea,1573edf397992251,9e9b971790f2d52b,43c03659eda64a35,f12643c32f0a9427,This is an image caption.
0907c001e26f7674,4097a27ce2c2fd0c,3856b0fe5932139b,64cb7763d44db631,5ac75f3ff0dde70f,3f6cd7bd35b211e4,0b93e37a156c4438,53b99749d5976849,060e2f74bf65b13a,0dbb59a219033311,4c677fb0ac4c881d,5bfe0c65fc2632b6,5228bcf41a4a35f8,46c19e84ca2e3e9e,a98201143f26f84e,2138325e3fe1824d,This is an image caption.
090becea768a7e60,fec55ec0384b2753,dc9a69fa35059278,1d8fdd5118c8db38,a5ea7c2a938a678d,4816469456834d6e,4d981871e5d774fa,276585fac6987ab4,d3c53020c74c91f6,17d03b8742027ab8,11ade223271217c9,66ee50c3a0d03fdd,899aba604c1d367d,8364c4a2c2ce6925,0623763f3dfcd65b,02d8ff5d6101fec6,This is an image caption.
098a5857db872206,826feb111ea1fd4a,fcb32a29955caaed,660ccda33410af17,68d2d2d6a3a9e4a8,2d2eec67facbc7e4,0a4d488107b0b222,9739853961b7ac7e,9ce7e46c3a75258d,528c94e9d0826410,39ce67ec4f125d90,2e44333b87b10b20,3748e8c83ca4909a,84e5d8f95f0d7b8d,7f3d4a361e6a2120,1ac230836fcff5a1,This is an image caption.
09c3669dc2b2c429,a362229f341618f7,479e0dd216ca6e11,b6d72435be967556,08212cd13160c2db,8c4a90603c689dce,1355ef1900a2111f,4d24187cbf65b64c,7daebc5cba297bc9,a042346cfcd3e683,dd0ad23dc6d5d59f,64f0477916f6399f,8c6c72d8cc071c4f,b209b8d5e1d35b61,59059dfed8e4cc2c,1df7052a287cd8b3,This is an image caption.
